,LAT,LON,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Andovertown,42.658337,-71.136795,9.0,29151.0,2.8,0.84,95.04,3.76,1.49,13.83,23.24,11.5,9.68,24155.0,82.86,61070.0,82.17,0.6,62.65,21.94,3.64,15.21,70757.0,26327.0,26442.0,29957.0,31504.0,22929.0,24003.0,19743.0,854.0,2.93,2.98,8.78,52.49,4.05,66.8,21.25,34.18,4.51,53.69,4.58,27.45,7.71,6.24,3.26,87.08,86.89,93.69,86.82,53.32,66.84,217.0,1.03,2062.0,12.71,16.59,22.02,30.55,0.9,1.17,1.56,2.16,90.5,1.08,4.3,3.34,2.8,3.07,1.98,82.0,0.58,28.03,3.0,477.0,95.62,74.58,0.84,24.32,1961.0,0.43,0.31,201400.0,254800.0,332600.0,131200.0,357.0,594.0,794.0,437.0,659.0,26.4,22.0,13.9,178.6326,-47.201458,7.07,64.87,68.34,80.57,90.94,935.68524,310.81006,-135.85466,192.4773,-234293.81,70510.87,259.0175,331.26498,79.85085,90.86061,2.7403405,0.7936078,0.445586,2.6157954,8.898901,3.9209962,25.435078,32.1,907.4,2.64,61.134197,62468620.0,72.06343,0.70283955,2.6201973,199292.58,45.32661,8.426651,9.0,29.15,7.0,22.67,16.0,51.82,178.0,576.54,540.0,1749.04,131.0,424.31,1.0,3.24,103.65,2753.13
Stocktoncity,37.957703,-121.29078,9.0,210943.0,3.07,9.63,57.54,22.8,24.96,15.55,28.46,14.21,9.43,210943.0,100.0,26876.0,73.47,0.77,29.84,24.22,21.3,15.57,30315.0,11331.0,14141.0,7789.0,8358.0,6914.0,8704.0,7884.0,43990.0,21.37,17.72,33.37,15.01,10.28,52.95,12.32,24.75,15.68,23.97,11.45,34.43,15.18,13.36,3.57,66.98,63.94,75.84,73.25,47.6,55.78,8807.0,5.48,47721.0,13.65,27.23,42.14,59.27,3.09,6.16,9.53,13.41,63.46,11.42,14.25,10.19,3.0,2.87,3.12,46.39,16.76,57.29,2.0,3731.0,94.86,48.48,4.77,19.46,1970.0,4.84,0.68,77600.0,107200.0,145000.0,67400.0,319.0,404.0,495.0,176.0,476.0,29.5,22.2,11.8,514.0,60.0,22.62,53.77,43.67,78.27,89.39,242.0,108.16,228.0,101.9,215012.0,96093.9,888.5,108.2,67.87,89.67,9.09,1.24,1.464229,10.33,19.0,9.0,254.8,54.5,3873.4,2.0,163.0,26654726.0,94.21,5.0,7.85,119126.2,45.0,20.11,157.0,70.17,1554.0,694.52,1744.0,779.43,5362.0,2396.4,12291.0,5493.14,3696.0,1651.83,132.0,58.99,1564.23,9600.36
Windhamtown,43.758858,-70.398705,9.0,13020.0,2.88,0.25,99.12,0.17,0.41,13.97,27.62,13.2,8.96,40656.234,100.87097,37245.0,84.81,0.75,48.61,21.12,3.14,14.57,40564.0,14948.0,15023.0,5093.0,1400.0,3333.0,35888.0,6103.0,470.0,3.82,4.23,15.41,19.78,4.35,66.33,16.12,22.34,14.74,25.0,10.65,27.84,11.1,10.87,3.1,81.03,78.73,88.49,86.45,71.39,79.46,200.0,2.13,289.0,6.92,12.46,28.37,28.37,0.15,0.28,0.63,0.63,95.34,1.1359675,3.44,2.65,2.73,2.85,2.28,82.0,1.15,44.68,3.0,679.0,86.94,78.48,2.5,77.03,1971.0,1.31,2.64,87900.0,111900.0,144000.0,56100.0,371.0,483.0,571.0,200.0,570.0,22.9,22.0,11.8,-458.94516,1.0,2.22,75.79,59.4,87.63,92.3,922.70447,215.73248,-164.70448,135.8312,-56823.992,43256.527,220.37271,305.59076,88.18521,83.554695,17.208897,2.9191031,0.62843794,20.446165,21.015846,5.079765,-28.524529,48.4,269.2,0.21,89.270645,56551424.0,81.14451,1.8486022,4.782929,92758.734,67.34048,12.806125,2.0,15.23,4.0,30.46,6.0,45.68,102.0,776.61,268.0,2040.51,36.0,274.1,3.0,22.84,91.37,3114.06
Ferndalecity,42.46059,-83.13465,9.0,25084.0,2.54,1.39,95.76,1.43,1.7,12.23,28.17,12.33,10.81,25084.0,100.0,28964.0,79.51,0.54,38.95,26.72,8.19,15.39,33934.0,12704.0,12895.0,9742.0,5530.0,6864.0,16879.0,11473.0,2649.0,10.66,7.08,26.23,12.99,6.29,64.35,23.62,20.15,18.22,21.44,12.44,34.73,16.58,14.59,3.15,67.97,66.86,76.61,71.16,56.22,64.39,499.0,2.79,1671.0,9.63,16.1,23.16,27.05,0.64,1.07,1.54,1.8,91.62,1.16,5.41,3.5,2.54,2.65,2.3,71.03,2.69,47.87,3.0,349.0,96.58,68.07,1.72,35.82,1944.0,3.51,0.21,32000.0,38400.0,47200.0,15200.0,340.0,407.0,466.0,126.0,467.0,25.0,17.4,14.4,-575.2573,-94.01452,6.66,76.06,55.42,80.86,93.83,753.6419,236.73495,-790.45496,202.07771,-17621.084,88699.7,349.50574,263.97272,81.64071,82.88036,11.594874,5.6593795,0.61518794,18.068283,21.448202,6.8230476,67.284615,4.0,6246.0,1.64,73.703255,31919044.0,77.73619,0.019771114,6.1688647,126898.14,1.0,4.28,91.84744,72.83009,80.0,342.6,151.0,646.65,243.0,1040.64,990.0,4239.65,221.0,946.43,6.0,25.69,782.7863,6252.41
Ephrataborough,40.179817,-76.17884,9.0,12133.0,2.48,0.22,97.96,1.01,1.71,12.59,27.59,12.87,13.06,-2696.524,100.08432,30907.0,80.84,0.63,47.59,29.2,4.71,14.49,34865.0,14692.0,14848.0,10400.0,11825.0,7780.0,6687.0,10607.0,698.0,5.78,9.96,29.71,12.8,2.28,71.03,34.1,16.79,27.69,17.27,8.84,24.92,11.36,10.17,2.97,80.64,78.21,86.08,76.64,73.74,81.25,184.0,2.21,275.0,9.82,13.45,16.0,27.64,0.22,0.3,0.36,0.63,94.93,0.84,2.64,1.84,2.47,2.65,2.2,63.67,1.35,40.78,3.0,153.0,96.97,59.24,0.65,24.18,1954.0,1.92,0.38,63200.0,79200.0,97800.0,34600.0,281.0,352.0,414.0,133.0,430.0,23.3,22.2,12.6,-507.59082,-214.1974,2.27,83.66,51.82,86.79,94.22,814.6238,252.15814,-463.1114,218.44023,-71594.39,88352.26,349.638,283.0141,82.76412,90.04821,7.2187877,2.2312803,0.6065907,10.853185,20.097227,6.018749,25.228989,3.7,3253.5,0.09,89.63492,35045550.0,89.11436,1.9531763,5.5731564,119271.41,56.13883,9.877714,3.0,23.56,3.0,23.56,10.0,78.54,50.0,392.71,267.0,2097.08,14.0,109.96,82.73194,52.15922,125.67,2599.75
Albioncity,42.243095,-84.75303,9.0,10066.0,2.96,30.76,66.29,0.74,4.7,26.03,37.39,25.72,10.88,302.942,104.146324,20078.0,67.0,0.83,32.17,33.23,17.71,16.94,26087.0,9005.0,9680.0,7999.0,9743.0,1025.0,5591.0,6773.0,2143.0,25.36,12.88,29.49,16.82,12.35,49.77,22.1,44.15,20.51,22.87,8.7,45.26,12.46,10.75,3.08,53.45,50.16,70.72,61.05,55.2,66.56,616.0,8.1,215.0,13.02,13.02,13.02,13.02,0.28,0.28,0.28,0.28,93.12,0.79,4.75,3.3,2.5,2.58,2.39,59.58,3.06,41.68,3.0,257.0,92.97,57.75,9.73,45.91,1946.0,11.94,0.38,22500.0,31700.0,43700.0,21200.0,154.0,235.0,296.0,142.0,290.0,28.9,14.5,13.7,-840.4762,124.96766,2.14,67.22,51.67,74.01,91.41,671.8679,245.76001,-261.29883,151.16837,-56274.207,75667.74,381.8805,252.7227,69.685295,79.94917,21.534668,1.982987,0.47187316,21.237825,44.886272,7.335265,50.398018,4.4,2310.8,0.27,93.855896,40513304.0,76.041245,1.7979534,5.4695582,57947.094,1.0,9.75,81.068054,88.34636,17.0,165.81,88.0,858.29,101.0,985.08,382.0,3725.74,9.0,87.78,3.0,29.26,1238.9014,4827.86
Bridgetoncity,38.766994,-90.41151,9.0,17779.0,2.62,3.66,94.66,1.33,0.94,12.57,24.17,11.38,12.38,17779.0,100.0,38619.0,83.34,1.19,57.78,25.44,1.74,18.22,45938.0,17245.0,17400.0,14341.0,6335.0,16194.0,13656.0,9232.0,513.0,2.98,6.65,18.65,23.32,3.04,67.51,21.85,19.73,10.48,31.15,8.98,26.68,12.32,10.75,3.0,78.93,77.52,90.19,77.24,70.71,74.61,149.0,1.12,282.0,10.99,15.6,31.91,38.3,0.17,0.25,0.51,0.61,95.46,0.79,3.55,2.59,2.54,2.68,2.16,76.54,1.07,36.36,3.0,330.0,95.37,72.46,0.61,20.0,1966.0,0.52,0.1,75200.0,89600.0,109900.0,34700.0,371.0,421.0,475.0,104.0,499.0,19.5,15.9,11.3,-519.0537,-88.94956,1.59,73.51,57.56,82.5,92.44,976.16595,223.57312,-100.54231,148.10709,-72284.05,57587.76,291.70514,289.01837,87.486145,85.43733,17.235735,1.8297133,0.41657835,18.744164,21.966616,5.895556,9.198682,15.0,1181.8,0.56,56.77078,55628104.0,80.763916,1.3900094,4.905562,87165.88,1.0,5.58,6.0,33.46,91.0,507.5,43.0,239.81,193.0,1076.35,820.0,4573.09,139.0,775.19,32.618057,21.947546,786.35,6424.63
Prescottcity,34.540024,-112.468506,9.0,26455.0,2.3,0.48,95.25,0.56,7.14,12.18,21.17,11.91,23.98,11708.002,99.14928,22517.0,61.73,0.44,49.99,42.7,4.81,26.02,29473.0,13851.0,14109.0,4068.0,7049.0,15217.0,7618.0,7920.0,3354.0,13.27,5.4,16.66,23.51,6.89,45.52,7.11,32.91,9.59,28.75,11.07,27.2,13.71,12.43,2.71,72.45,71.03,86.73,78.24,58.09,68.22,238.0,1.06,892.0,9.08,11.55,13.9,14.24,0.31,0.39,0.47,0.48,92.87,0.43,3.1,1.95,2.2,2.25,2.12,65.93,2.56,59.55,2.0,1914.0,85.71,64.6,0.89,26.49,1974.0,7.46,0.47,71500.0,94600.0,133400.0,61900.0,281.0,356.0,458.0,177.0,423.0,30.7,23.0,12.2,14.0,30.004707,3.38,25.02,38.2,61.48,74.12,782.61255,267.59656,-137.26122,212.10684,82041.81,134407.92,537.1287,296.9436,84.4084,91.89864,7.05369,2.0923743,0.29318962,9.419028,26.622965,6.30926,53.40872,33.5,788.7,2.825073,136.99095,55800350.0,95.46836,2.3451526,5.740422,152164.72,1.0,3.18,14.0,44.51,16.0,50.87,107.0,340.2,227.0,721.73,1285.0,4085.59,83.0,263.89,15.0,47.69,438.76,5118.91
Delanocity,35.76884,-119.247055,9.0,22762.0,3.65,2.35,24.26,21.54,62.45,16.97,30.39,15.04,9.67,8003.519,105.549866,21054.0,80.13,1.24,17.57,27.35,18.65,10.93,21787.0,7491.0,11418.0,5192.0,6320.0,7544.0,5699.0,5975.0,5346.0,23.66,42.9,58.07,7.6,23.83,48.85,5.56,17.87,11.4,14.15,6.45,32.71,10.05,8.26,3.96,70.47,61.53,68.64,76.11,58.93,66.59,1139.0,5.28,9075.0,15.48,24.19,37.29,49.85,6.17,9.64,14.87,19.88,31.76,24.15,21.46,17.77,3.64,3.65,3.63,53.51,33.13,56.91,2.0,246.0,96.2,53.38,2.03,24.8,1965.0,8.68,1.79,53600.0,65400.0,79600.0,26000.0,221.0,305.0,374.0,153.0,374.0,26.5,22.8,11.6,251.48895,339.16623,39.87,45.9,51.54,80.87,90.85,852.61017,18.293043,151.46413,116.07215,-173170.08,33486.61,948.76373,142.46544,76.859,46.858433,39.02522,9.256032,2.2020643,51.265747,-48.22622,8.4228325,119.97327,8.8,2572.6,0.35,74.825325,32625376.0,78.56308,4.8050976,7.2901087,56681.645,4.0,14.38,14.0,50.32,73.0,262.37,117.0,420.52,435.0,1563.45,1324.0,4758.65,175.0,628.98,1.0,3.59,747.58,6954.68
Athenscity,34.802868,-86.97167,9.0,16901.0,2.54,17.99,80.98,0.67,0.46,13.54,26.18,12.93,13.57,78896.87,102.42157,25823.0,72.72,1.45,33.4,29.37,8.64,15.04,33243.0,12954.0,14323.0,6846.0,10871.0,8737.0,3269.9697,22321.0,2349.0,14.4,14.75,33.7,20.39,6.03,58.66,27.41,19.41,17.77,29.23,9.35,25.14,11.11,10.3,3.04,75.03,71.08,81.71,72.81,60.72,66.87,394.0,2.74,223.0,17.49,17.49,20.63,53.81,0.23,0.23,0.27,0.71,96.95,0.24,4.04,2.85,2.47,2.61,2.22,66.8,2.6,42.27,3.0,609.0,91.62,63.06,2.3,22.33,1967.0,6.98,0.71,42800.0,60000.0,87300.0,44500.0,152.0,232.0,308.0,156.0,316.0,22.1,16.8,12.5,-265.1785,1.0,1.33,75.19,52.81,79.66,89.73,1069.0862,178.83673,16.278719,128.72743,-59406.18,59761.562,375.38556,251.9208,81.66084,76.98354,18.489634,3.4693909,0.7787269,22.468264,23.420496,5.1197963,31.4259,31.0,544.4,0.08,107.15096,47319932.0,85.04465,1.7576721,5.887602,56190.684,2.0,10.61,2.0,10.61,7.0,37.13,94.0,498.54,96.0,509.15,476.0,2524.53,21.0,111.38,75.68423,47.33175,556.88,6857.354
OakCreekcity,42.88585,-87.86314,9.0,19513.0,2.76,0.73,96.89,0.86,3.21,13.71,27.38,12.38,7.57,19513.0,100.0,39995.0,86.21,0.78,54.16,22.16,3.85,15.1,44192.0,15467.0,15575.0,16121.0,7355.0,15610.0,7971.0,8591.0,426.0,2.19,6.1,18.88,15.89,3.79,72.87,30.84,17.16,18.22,21.88,7.54,27.8,8.66,8.1,3.22,85.37,84.29,93.07,88.43,66.98,74.98,149.0,1.07,534.0,6.18,6.18,12.55,13.67,0.17,0.17,0.34,0.37,93.83,0.63,4.51,3.42,2.75,3.07,2.13,73.41,1.74,39.63,3.0,182.0,97.49,65.73,3.9582863,24.73,1972.0,1.03,0.26,67900.0,81100.0,93800.0,25900.0,385.0,462.0,556.0,171.0,514.0,22.8,19.5,13.0,-825.8203,-248.42825,2.74,81.22,59.29,87.82,94.57,845.0951,292.6181,-70.01871,194.143,27870.414,49698.96,238.06976,334.0224,87.871216,90.53458,9.17872,3.3695087,0.51357496,13.806601,17.978838,5.201925,-13.304639,29.7,658.1,1.3,63.847782,47372840.0,78.10791,1.725207,4.429972,128267.234,73.961044,7.698798,6.0,30.84,12.0,61.69,7.0,35.98,107.0,550.04,700.0,3598.42,62.0,318.72,83.15383,23.41876,128.51,4467.18
EastRidgecity,34.994743,-85.22566,9.0,21101.0,2.32,0.53,98.03,1.14,0.45,12.25,25.31,12.22,15.71,21101.0,100.0,26728.0,78.01,0.47,38.53,29.87,2.51,17.15,30970.0,13989.0,13978.0,16247.0,9030.0,14515.0,3993.7183,5428.0,1591.0,7.62,8.84,24.3,15.86,4.64,63.18,17.78,20.23,13.39,24.63,10.92,22.27,15.28,13.32,2.82,73.65,70.71,89.32,73.2,62.87,74.47,100.0,0.64,398.0,4.27,4.27,18.34,41.96,0.08,0.08,0.35,0.79,96.28,0.53,2.05,1.42,2.3,2.4,2.14,64.31,1.04,50.62,2.0,522.0,94.58,61.62,1.15,23.56,1959.0,2.37,0.27,43800.0,55200.0,70600.0,26800.0,289.0,339.0,397.0,108.0,429.0,22.7,18.1,12.0,-344.11017,-175.99614,1.89,61.01,52.06,82.96,85.77,859.04645,241.21243,-243.16797,168.35428,11426.127,108226.91,416.7046,287.41113,87.03582,87.97803,11.004331,3.4113367,0.31641483,14.388981,32.267757,6.7696686,42.944687,8.7,2436.6,0.07,127.609085,58068464.0,84.836586,0.9894052,5.450879,100318.266,1.0,4.74,3.0,14.23,23.0,109.07,33.0,156.49,229.0,1085.98,649.0,3077.73,92.0,436.29,18.004477,36.186573,284.54,4599.99
Livoniacity,42.36837,-83.35271,9.0,100850.0,2.81,0.26,98.04,1.34,1.34,12.32,23.17,11.0,11.69,100850.0,100.0,48645.0,81.97,0.53,63.54,27.61,2.55,21.45,53523.0,19145.0,19172.0,14107.0,31495.0,16220.0,21956.0,22473.0,2578.0,2.59,4.73,15.33,23.79,4.5,64.22,24.65,22.88,10.52,32.18,5.6,26.63,7.7,6.69,3.15,87.78,85.96,95.96,87.36,58.97,66.93,375.0,0.47,6880.0,4.69,7.6,11.32,14.01,0.32,0.52,0.77,0.96,91.31,1.0,3.95,3.19,2.77,2.87,1.99,92.04,1.07,18.11,3.0,725.0,98.02,88.93,1.1,24.41,1962.0,0.45,0.06,77600.0,94800.0,123900.0,46300.0,390.0,531.0,623.0,233.0,606.0,26.7,17.7,12.5,-759.7343,-113.18373,6.82,76.3,65.28,90.06,96.11,147.0,145.58,134.0,132.71,57908.0,57348.8,393.9,145.6,98.04,100.0,0.4172129,2.1137083,0.063446514,2.7753541,13.0,8.0,54.4,37.0,2725.1,0.73,94.0,11688362.0,91.16,1.063336,8.84,115755.0,1.0,0.99,23.40534,26.974997,82.0,81.21,148.0,146.57,622.0,615.99,2686.0,2660.06,444.0,439.71,-61.44574,16.052069,103.30974,3127.274
Eurekacity,40.80207,-124.16367,9.0,27025.0,2.43,1.43,88.19,4.39,4.8,13.19,25.8,12.43,13.38,54219.504,99.26895,21812.0,68.1,0.48,40.8,30.5,15.74,18.87,28542.0,12915.0,13691.0,6368.0,6427.0,8137.0,5586.0,8868.0,4856.0,18.66,6.78,20.72,18.03,8.55,54.62,12.28,27.02,13.48,24.09,14.75,31.41,18.62,16.77,2.99,63.6,61.51,74.28,62.27,54.53,63.59,409.0,1.99,1506.0,10.69,13.15,23.71,39.91,0.6,0.73,1.32,2.22,92.15,2.06,5.13,3.11,2.35,2.4,2.29,51.82,5.09,60.11,2.0,644.0,94.53,50.72,5.59,31.37,1949.0,4.47,1.0,64800.0,82100.0,105400.0,40600.0,260.0,340.0,427.0,167.0,393.0,30.1,21.3,12.0,173.0,27.0,5.61,60.94,45.73,76.34,90.29,950.9018,303.29156,-277.72357,215.17908,189508.84,161274.92,586.03546,314.66385,69.35114,88.54279,6.066745,2.9247675,0.25697738,8.524181,14.16173,7.1752872,106.170944,9.8,2757.7,1.16,194.56822,69467100.0,84.464806,0.93929005,4.379992,160299.78,4.0,14.62,25.0,91.39,66.0,241.28,203.0,742.12,610.0,2230.02,2051.0,7497.99,298.0,1089.42,38.0,138.92,1089.42,10956.35
Escondidocity,33.119205,-117.08642,9.0,108635.0,2.77,1.46,85.15,3.72,23.36,13.04,28.88,13.69,11.32,108635.0,100.0,32895.0,76.46,1.15,41.63,25.99,7.52,16.7,37558.0,14647.0,15586.0,10548.0,9018.0,14024.0,6855.0,7419.0,12016.0,11.21,9.94,22.05,18.25,6.23,63.89,15.33,18.21,12.69,24.86,10.43,29.37,15.68,13.12,3.2,73.13,69.03,81.29,73.99,60.2,67.47,2453.0,3.27,18657.0,23.45,36.61,45.49,56.63,4.03,6.29,7.81,9.73,76.25,7.66,8.85,6.26,2.73,2.68,2.79,50.88,10.22,59.37,2.0,2773.0,93.4,51.91,0.87,18.57,1977.0,2.65,0.56,138900.0,169500.0,223400.0,84500.0,481.0,570.0,664.0,183.0,621.0,30.7,27.2,11.6,134.0,19.0,17.17,40.99,30.71,74.85,82.76,1351.1669,220.13936,470.11642,160.56708,-7084.3276,79143.75,528.8297,274.75702,74.13312,74.847786,14.553853,5.2957087,1.628691,21.851784,3.9854493,6.224497,88.94417,36.9,2942.1,2.05,135.49994,82405090.0,87.69439,1.6527312,7.121853,169139.89,8.0,6.84,26.0,22.23,215.0,183.86,481.0,411.34,1490.0,1274.22,4809.0,4112.58,1247.0,1066.41,33.0,28.22,624.28,6481.43
CocoaBeachcity,28.320007,-80.60755,9.0,12123.0,2.01,0.5,98.01,0.91,2.76,8.06,17.47,8.07,26.74,12123.0,100.0,35862.0,63.2,0.25,62.11,41.26,3.31,35.81,43898.0,23359.0,23568.0,13000.0,10081.0,11914.0,4986.0703,10938.0,633.0,5.24,2.75,9.8,34.74,3.72,49.05,15.66,20.76,7.62,39.88,13.06,24.87,13.54,13.3,2.51,70.44,66.79,81.5,81.24,54.51,67.47,83.0,0.79,922.0,6.4,11.5,14.21,17.57,0.49,0.87,1.08,1.34,92.8,0.95,1.31,0.8,2.01,2.03,1.97,68.87,1.3,62.67,2.0,2245.0,72.84,68.23,0.18,16.75,1971.0,2.24,0.21924676,91400.0,127000.0,174700.0,83300.0,374.0,475.0,628.0,254.0,549.0,25.4,19.1,12.9,-445.6669,3.0,7.61,14.2,49.31,69.49,76.14,997.49,540.96326,-641.50507,453.4229,168968.1,198501.02,498.92316,597.845,88.99441,87.21961,10.719374,2.4879496,0.5151782,13.048449,47.27501,7.5068865,3.6560762,5.1,2382.7,0.18,167.64395,66823092.0,91.12902,1.7570641,7.924693,291987.97,2.0,16.32,2.0,16.32,20.0,163.24,52.0,424.42,200.0,1632.39,992.0,8096.64,59.0,481.55,1.0,8.16,620.31,10218.74
ArroyoGrandecity,35.118587,-120.59073,9.0,14378.0,2.51,0.61,92.71,3.64,9.03,11.73,21.03,9.62,17.98,86282.87,100.65809,34796.0,68.44,1.38,51.95,36.54,6.98,23.68,40504.0,16583.0,16812.0,14671.0,13590.0,16472.0,8285.0,10363.0,1184.0,8.35,4.22,16.06,19.4,5.14,57.03,7.99,20.68,8.94,27.33,9.02,22.03,13.24,11.26,2.95,77.92,75.46,84.54,77.99,62.71,70.92,202.0,1.88,882.0,6.8,15.19,22.0,25.28,0.42,0.93,1.35,1.55,90.02,1.79,3.99,2.85,2.48,2.5,2.46,68.6,3.86,44.13,3.0,335.0,94.47,68.24,0.3,29.55,1973.0,0.89,0.38,158100.0,207700.0,279000.0,120900.0,431.0,513.0,663.0,232.0,568.0,31.7,27.4,10.7,-69.7352,244.45381,6.13,56.45,46.42,73.89,94.18,1012.69135,199.94003,232.6533,156.25175,15628.808,64314.805,428.00662,273.02274,82.027954,77.06824,9.707288,6.7298055,1.4207406,18.928032,20.381462,5.028703,70.57523,5.9,2451.9,0.73,161.54893,70352030.0,88.15496,2.5380244,6.51468,171329.36,62.866722,17.52727,5.0,32.85,6.0,39.41,95.0,624.06,116.0,762.0,384.0,2522.5,21.0,137.95,6.0,39.41,696.31,3461.87
Shorewoodvillage,43.08918,-87.88759,9.0,14116.0,2.16,1.54,96.24,1.62,1.64,9.83,23.8,10.06,15.0,14116.0,100.0,34417.0,76.85,0.93,63.93,28.28,2.39,13.13,49429.0,22615.0,22917.0,9592.0,10710.0,19128.0,13183.0,13255.0,875.0,6.31,3.24,8.19,53.98,2.78,66.26,11.26,43.3,3.81,53.79,7.71,32.53,12.53,10.48,2.92,79.17,81.55,93.27,79.62,62.68,72.12,103.0,1.1,1003.0,23.23,25.12,28.51,34.4,1.65,1.79,2.03,2.44,89.56,1.34,2.95,1.56,2.12,2.61,1.69,58.06,0.54,57.04,2.0,161.0,97.6,47.19,3.5116837,28.57,1939.0,0.24,0.21,88200.0,113000.0,154300.0,66100.0,384.0,450.0,590.0,206.0,495.0,25.2,20.5,13.2,-585.7292,-151.90889,7.11,62.25,47.96,79.53,88.71,533.2553,333.38428,-63.637066,241.48619,48621.87,129429.88,481.0102,339.38693,85.886566,90.47418,5.876866,1.5127369,0.07109962,6.5912924,-53.98227,6.6236353,50.17491,1.7,8505.7,6.03,56.710472,59979428.0,90.03589,0.69627327,4.1400557,184101.42,1.0,7.34,1.0,7.34,14.0,102.71,6.0,44.02,73.0,535.54,462.0,3389.33,31.0,227.42,65.83777,-12.178427,161.4,4152.3
Ocoeecity,28.569168,-81.54396,9.0,12778.0,3.05,1.31,94.6,0.99,8.41,15.14,29.13,12.51,6.28,12778.0,100.0,32014.0,87.82,0.99,26.75,18.38,3.88,13.87,34788.0,11608.0,11754.0,10183.0,-10634.987,11566.0,7807.0,7269.0,983.0,7.7,10.92,28.86,9.57,5.19,70.56,11.25,13.99,14.75,17.46,8.18,25.37,14.12,11.24,3.34,79.89,76.55,89.96,81.12,66.73,71.34,118.0,1.22,660.0,18.94,27.73,31.67,35.0,0.98,1.43,1.64,1.81,90.15,1.95,6.58,5.37,3.05,2.98,3.34,80.63,4.96,21.36,3.0,246.0,94.46,82.33,1.63,25.61,1979.0,5.08,0.14,53100.0,64700.0,84200.0,31100.0,336.0,423.0,502.0,166.0,557.0,24.0,21.4,11.5,-316.31454,-120.17603,5.17,38.7,52.39,78.87,84.8,835.40076,218.93767,-111.19642,151.6108,-58361.906,61602.21,297.16647,277.14642,85.89773,87.66619,12.508707,3.2539556,1.1500702,17.574368,25.275318,4.6867247,19.780594,9.3,1366.9,0.18,120.58909,53153240.0,82.78608,1.183374,5.209173,133007.5,86.22724,12.340686,7.0,46.03,11.0,72.33,76.0,499.7,181.0,1190.08,620.0,4076.53,81.0,532.58,129.9882,50.320904,618.06,5799.2
